FORMULA	SMILES	INCHIKEY
C46H77NO17	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC	WBPYTXDJUQJLPQ-VMXQISHHSA-N	
C20H32O5	CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)\C=C\[C@H]1C	YFFOFFWSBYZSOI-HQWJGCFGSA-N	
C26H29NO9	C1(O)=C2C(C(C=3C(=CC=CC3O)C2=O)=O)=C(O)C4=C1C[C@](C[C@@H]4O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)(CC)O	UHYFCDBUKBJSFA-JYFLSIMMSA-N	
C16H19N3O5S	[C@]12(N(C(=C(CS1)OC)C(=O)O)C([C@H]2NC(=O)[C@@H](C=3CC=CCC3)N)=O)[H]	RDMOROXKXONCAL-UEKVPHQBSA-N	
C41H67NO15	CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O	LQCLVBQBTUVCEQ-QTFUVMRISA-N	
C16H25N3O8S	O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O	MQXQVCLAUDMCEF-CWLIKTDRSA-N	
C16H16N3O7S2	[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)Cc1cccs1)OC)C([O-])=O	WZOZEZRFJCJXNZ-ZBFHGGJFSA-M	
C60H92N8O10	CC[C@@H](C)[C@@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)C(NC1=O)C(C)C)[C@H](C)C(C)C	YHSKJPXGXIYLHB-OTNPUQRPSA-N	
C49H76O11	[H][C@]1(C[C@H](O)CCC[C@@H](C\C=C/C=C/C[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@H](O)CC(=O)O1)OC)[C@H](C)[C@H](O)\C=C(C)\C=C\C=C\C=C\C=C\C=C\C[C@H](O)\C=C(/C)CCC(O)=O	VHPBIOVAVQXSJO-DLGDGFEOSA-N	
C41H70O13	CCC(O)CC1CCCC2(CC3OC(=O)\C=C\C(C)(O)C(O)C(C)C(O)C(O)C(O)C(C)(O)CCCCC\C=C\C4CC(C)(C)OC4(O)CC(O2)C3C)O1	ZACXIZMUUXGJHL-QTBZMJKBSA-N	
C49H85NO14	CCC(O)CC1CCCC2(CC3OC(=O)\C=C\C(C)(O)C(O)C(C)C(O)C(OC4CCC(C(C)O4)N(C)C)C(O)C(C)(O)CCCCC\C=C\C4CC(C)(C)OC4(O)CC(O2)C3C)O1	XGECDDPXIKFBTE-WXJXXXITSA-N	
C30H37NO11	COC1C(OC2CC(C)(C(O)C(C)O2)N(C)C)c2c(O)c3C(=O)c4c(O)ccc(OC)c4C(=O)c3cc2C(O)C1(C)O	XXHMZNPASHQZPM-UHFFFAOYSA-N	
C9H10N2O2	CC(=O)Nc1ccccc1C(N)=O	WFKPHYKFAOXUTI-UHFFFAOYSA-N	
C52H74Cl2O18	CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)OC(C\C=C(C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O	ZVGNESXIJDCBKN-KFGPIHIUSA-N	
C37H70N2O12	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@H](N)[C@H](C)[C@@H](O)[C@]1(C)O	XCLJRCAJSCMIND-JCTYMORFSA-N	
C5H7N3O4	N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O	MZZGOOYMKKIOOX-VKHMYHEASA-N	
C21H19F3N4O6S	CS(O)(=O)=O.N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F	DYNZICQDCVYXFW-AHZSKCOESA-N	
C13H28N6O8	N[C@H](CO)[C@@H](O)C[C@H](O)[C@H](N)[C@H](O)[C@@H](O)C(=O)N[C@@H](CNC(N)=O)C(N)=O	FYIPKJHNWFVEIR-FXQWNPMTSA-N	
C15H24N4O5S	S(=O)(=O)(NC=1ON=C(C1C)C)C2=CC=C(N)C=C2.OCCNCCO	FEPTXVIRMZIGFY-UHFFFAOYSA-N	
C18H15Cl2N5O5S3	S(CC1=C(N2[C@](SC1)([C@@](C2=O)(NC(CN3C=C(C(C(=C3)Cl)=O)Cl)=O)[H])[H])C(=O)O)C=4SC(=NN4)C	VTLCNEGVSVJLDN-MLGOLLRUSA-N	
C14H15N5O5S2	C(O)(=O)C=1N2[C@@]([C@@H](C2=O)NC(/C(=N\OC)/C3=CSC(=N3)N)=O)(SCC1C)[H]	MQLRYUCJDNBWMV-GHXIOONMSA-N	
C13H12N8O4S3	C(O)(=O)C=1N2[C@@]([C@@H](C2=O)NC(CN3C=NN=N3)=O)(SCC1CSC4=NN=CS4)[H]	DZMVCVMFETWNIU-LDYMZIIASA-N	
C16H17N9O5S2	C(O)(=O)C=1N2[C@@]([C@@H](C2=O)NC(/C(=N\OC)/C3=CSC(=N3)N)=O)(SCC1CN4N=C(N=N4)C)[H]	XSPUSVIQHBDITA-RKYNPMAHSA-N	
C14H15N5O6S2	[C@]12(N(C(=C(CS1)COC)C(=O)O)C([C@H]2NC(=O)/C(=N\O)/C3=CSC(=N3)N)=O)[H]	HOGISBSFFHDTRM-GHXIOONMSA-N	
C44H54O17	CCCC(C)\C=C(\C)C(=O)OC1C(C)OC(CC1(C)O)OC1CCC(OC2C(O)=C(C(C)=O)C(=O)C3(O)C(=O)C4=C(O)C5=C(C(C)=C4CC23O)C(=O)C(OC)=CC5=O)OC1C	XLXKPBAXLAAHEN-WNMWLNICSA-N	
C9H12O4	CCCC1=C(C(O)=O)C(CO)=CO1	JAAQAAFKQSNUEH-UHFFFAOYSA-N	
C18H17ClO6	C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1	WYZWZEOGROVVHK-GTMNPGAYSA-N	
C20H20N6O9S	CO[C@]1(NC(=O)C(C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	JWCSIUVGFCSJCK-CAVRMKNVSA-N	
C16H25N7O8	CNCC(=O)NC(CO)C(=O)NC1C(C(C(OC1C(=O)N)N2C=CC(=NC2=O)N)O)O	AMNAZJFEONUVTD-UHFFFAOYSA-N	
C33H38N6O10	CC[C@H](C)C(=O)C(=O)N[C@H]1Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)[C@@]3(O)[C@H](O)[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N\C=C/C	ZIAXNZCTODBCKW-BOYGTWLISA-N	
C39H49N3O8S	COC1CC(=O)Nc2c(O)c(CC\C=C(C)/C(O)C(C)C(C\C=C\C=C\C=C\1)OC(=O)C1(CC1)NC(=O)C1=CCCCC1)cc1NC(=O)CSc21	DLJPEMIJOQUTRD-KLLBSFIHSA-N	
C39H49N3O8S	COC1CC(=O)Nc2cc3NC(=O)CSc3c(CC\C=C(C)/C(O)C(C)C(C\C=C\C=C\C=C\1)OC(=O)C1(CC1)NC(=O)C1=CCCCC1)c2O	YIMYDHUFVYSTEY-WUWQZELJSA-N	
C33H38N6O10	CC[C@@H](C)C(=O)C(=O)N[C@H]1Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)[C@@]3(O)[C@H](O)[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N\C=C/C	ZIAXNZCTODBCKW-NKGUOCGVSA-N	
C33H38N6O10	CC[C@H](C)C(=O)C(=O)N[C@H]1Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)[C@@]3(O)[C@@H](O)[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N\C=C/C	ZIAXNZCTODBCKW-QDRDEZGCSA-N	
C33H38N6O10	CC[C@@H](C)C(=O)C(=O)N[C@H]1Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)[C@@]3(O)[C@@H](O)[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N\C=C/C	ZIAXNZCTODBCKW-WYRJOJSMSA-N	
C25H18N4O3	C12=C(C(N3[C@H](C=4N1C(C5=C(N4)C=CC=C5)=O)C[C@]6([C@@]3(NC=7C=CC=CC67)[H])O)=O)C=CC=C2	HYHLSEUXMRFVND-AMDXRBSFSA-N	
C23H44N2O5	[H][C@]1(O[C@@H](C)[C@@H](O)[C@@H](NC)[C@H]1O)O[C@H]1CCCCCC[C@H](CC)CCCNC(=O)[C@@H]1C	XKCKFIWDRHTTCA-LKRNETLMSA-N	
C24H46N2O5	[H][C@]1(O[C@@H](C)[C@@H](O)[C@@H](NC)[C@H]1O)O[C@H]1CC[C@H](C)CCC[C@H](CC)CCCNC(=O)[C@@H]1C	WZHRZOAOWSWFFT-JBKILYGRSA-N	
C23H44N2O5	[H][C@]1(O[C@@H](C)[C@@H](O)[C@@H](N)[C@H]1O)O[C@H]1CC[C@H](C)CCC[C@H](CC)CCCNC(=O)[C@@H]1C	ZRJBXPCQRSLIKK-BDPAYSQHSA-N	
C21H26N8O6S2	[C@]12(N(C(=C(CS1)C[N+]34CCC(CC3)(C(=O)N)CC4)C([O-])=O)C([C@H]2NC(=O)/C(/C5=NSC(=N5)N)=N\OC)=O)[H]	JUVHVMCKLDZLGN-TVNFHGJBSA-N	
C20H25FN8O6S2	[C@]12(N(C(=C(CS1)/C=C/C[N+](CC(N)=O)(CC)C)C(=O)[O-])C([C@H]2NC(=O)/C(/C3=NSC(=N3)N)=N\OCF)=O)[H]	XAKKNLNAJBNLPC-MAYKBZFQSA-N	
C19H17N9O5S2	[C@]12(N(C(=C(CS1)C[N+]3=C4N(C=C3)N=CC=C4)C([O-])=O)C([C@H]2NC(=O)/C(/C5=NSC(=N5)N)=N\OC)=O)[H]	QDUIJCOKQCCXQY-WHJQOFBOSA-N	
C22H22N6O5S2	[C@]12(N(C(=C(CS1)C[N+]3=CC=CC4=C3CCC4)C([O-])=O)C([C@H]2NC(=O)/C(/C5=CSC(=N5)N)=N\OC)=O)[H]	DKOQGJHPHLTOJR-WHRDSVKCSA-N	
C22H22N6O7S2	[H][C@]12SCC(C[n+]3ccccc3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\c1csc(N)n1)C([O-])=O	ORFOPKXBNMVMKC-DWVKKRMSSA-N	
C15H14N4O6S2	[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\c1csc(N)n1)C(O)=O	UNJFKXSSGBWRBZ-BJCIPQKHSA-N	
C45H54N8O10	CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(cc2)N(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O)c1ccccc1	YGXCETJZBDTKRY-DZCVGBHJSA-N	
C28H35N3O7	CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)c2coc(CC(=O)C[C@H](O)\C=C(/C)\C=C\CNC(=O)\C=C\[C@H]1C)n2	DAIKHDNSXMZDCU-FQTGFAPKSA-N	
C15O2R12	[*]c1c([*])c([*])c2c(OC([*])([*])C3([*])c4c([*])c([*])c([*])c([*])c4OC23[*])c1[*]		
C36H62O11	[H][C@@]1(C[C@H](C)[C@@]([H])(O1)[C@]1(CC)CC[C@@]([H])(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@]([H])(O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)[C@@]1([H])O[C@@](O)(CO)[C@H](C)C[C@@H]1C	GAOZTHIDHYLHMS-KEOBGNEYSA-N	
C15H23NO4	[H][C@]1(C[C@@H](C)C[C@H](C)C1=O)[C@H](O)CC1CC(=O)NC(=O)C1	YPHMISFOHDHNIV-FSZOTQKASA-N	
C17H28O4	CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)\C=C\[C@H]1C	NZUJVBSYQXETNF-PQWITYJESA-N	
C31H38N2O7	CCCC[C@@H](C)\C=C(/C)\C=C(/C)C(=O)NC1=C[C@@](O)(\C=C\C=C\C=C\C(=O)NC2=C(O)CCC2=O)[C@@H]2O[C@@H]2C1=O	TWWQHCKLTXDWBD-MVTGTTCWSA-N	
C72H85N19O18S5	[H][C@]12N=C(CC[C@@]11NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@@H](N[C@@H]3C=Cc4c(cc(nc4[C@H]3O)C(=O)O[C@H](C)[C@H](NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)\C(NC(=O)[C@@H](NC(=O)c3csc1n3)[C@@H](C)O)=C\C)[C@](C)(O)[C@@H](C)O)c1nc2cs1)[C@H](C)O)[C@@H](C)CC)c1nc(cs1)C(=O)NC(=C)C(=O)NC(=C)C(N)=O	NSFFHOGKXHRQEW-AIHSUZKVSA-N	
C8H4O3S2	OC1=CC=CC(=S)C2=C1C(=O)OS2	DQGOJKVIMNNGAH-UHFFFAOYSA-N	
C17H18F3N3O3	C12=C(N(C=C(C(O)=O)C1=O)CCF)C(=C(N3CCN(CC3)C)C(F)=C2)F	XBJBPGROQZJDOJ-UHFFFAOYSA-N	
C46H58Cl2N4O18	O.[Cl-].[Cl-].CCO.[H][C@@]12[C@@H](C)c3cccc(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H]([NH+](C)C)[C@]1([H])[C@H]2O.[H][C@@]12[C@@H](C)c3cccc(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H]([NH+](C)C)[C@]1([H])[C@H]2O	HALQELOKLVRWRI-VDBOFHIQSA-N	
C11H14Cl2N2O3	C1=C([C@H]([C@H](NC(C(Cl)Cl)=O)CO)O)C=CC(=C1)N	BFLNGKUCFYKCFZ-RKDXNWHRSA-N	
C29H38N4O10	[H][C@@]12C[C@@]3([H])C(C(=O)c4c(O)cccc4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C	AHEVKYYGXVEWNO-UEPZRUIBSA-N	
C25H24N8O7S2	[H][C@]12SCC(CSc3nnnn3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)c1cnc(C)cc1O)c1ccc(O)cc1)C(O)=O	PWAUCHMQEXVFJR-PMAPCBKXSA-N	
C22H26N2O9	O.[H][C@@]12[C@@H](C)c3cccc(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O	XQTWDDCIUJNLTR-CVHRZJFOSA-N	
C23H34N2O4S2	[H][C@]1(CS[C@]([H])(N1C)[C@@]1([H])CSC(=N1)c1c(O)cccc1CCCCC)[C@@H](O)C(C)(C)C(O)=O	QZBCDLLHQSDFIG-ZEVBXJOLSA-N	
C45H57ClN2O10	[H][C@]12C\C=C\C\C(C)=C\[C@@]3(C)C=C([C@@H](CC)C[C@]33OC(=O)C(C(=O)[C@@]1(CC)[C@]1([H])CC[C@H](C)[C@]([H])(O[C@H]4C[C@@H](O)[C@H](NC(=O)c5[nH]ccc5Cl)[C@@H](C)O4)[C@@]1([H])C=C2)=C3O)C(O)=O	YKLXDAWPGVZXKC-NMNDIUEASA-N	
C45H56Cl2N2O10	[H][C@]12C\C=C\C\C(C)=C\[C@@]3(C)C=C([C@@H](CC)C[C@]33OC(=O)C(C(=O)[C@@]1(CC)[C@]1([H])CC[C@H](C)[C@]([H])(O[C@H]4C[C@H](O)[C@H](NC(=O)c5[nH]c(Cl)cc5Cl)[C@@H](C)O4)[C@@]1([H])C=C2)=C3O)C(O)=O	OKYWSSBYCHUWKT-ZJOLZETKSA-N	
C38H57N5O10	CCCCCCCCCC(OC(=O)[C@H](CCCCN(O)C=O)NC(=O)c1nc(oc1C)-c1ccccc1O)C(C)(C)C(=O)NC1CCCCN(O)C1=O	ZZBSPTCNZDTZBR-QGXZNONUSA-N	
C15H17NO3	C\C=C\C=C\C=C(C)\C=C\C(O)=C1/C(=O)CNC1=O	JJFGJQNWIJPCAN-AJOOJNDDSA-N	
C44H48O18	[H][C@@]1(CC[C@]([H])(O[C@H]2C[C@@](C)(O)[C@H](OC(=O)c3c(C)ccc(C)c3O)[C@H](C)O2)[C@@H](C)O1)O[C@@H]1C(=O)\C(=C(\C)O)C(=O)[C@@]2(O)C(=O)c3c(O)c4C(=O)C=C(OC)C(=O)c4c(C)c3C[C@@]12O	OWRCRVABZYJUES-FLJLGRLJSA-N	
C19H16O6	CC1CC(=O)C2(O)C3=C(C=CC2(O)C1)C(=O)c1c(O)cccc1C3=O	HRKDTQUJICJRIH-UHFFFAOYSA-N	
C24H27NO7	[H][C@]12C[C@@H]3O[C@@]1(C)C[C@@]1(C2)C=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)[C@]31[H]	CSOMAHTTWTVBFL-OFBLZTNGSA-N	
C24H27NO6	[H][C@]12CC[C@]3(CC1=C)C=CC(=O)[C@@](C)(CCC(=O)NC1=C(O)C(=CC=C1O)C(O)=O)[C@]3([H])C2	DWUHGPPFFABTIY-RLWZQHMASA-N	
C31H42O10	CC[C@H](C)CC\C=C\C=C(/C)[C@@H](O)C\C=C\C=C\C(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c23)[C@@H]1O	XKSZJTQIZHUMGA-HPZFVNCBSA-N	
C43H51N3O11	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c1c(nc5cc(C)ccn15)c4c3C2=O	NZCRJKRKKOLAOJ-XRCRFVBUSA-N	
C12H14Cl2FNO4S	CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl	AYIRNRDRBQJXIF-NXEZZACHSA-N	
C17H19F2N3O3	CCn1cc(C(O)=O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12	ZEKZLJVOYLTDKK-UHFFFAOYSA-N	
C16H16N2O6S2	[H][C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]	XIURVHNZVLADCM-IUODEOHRSA-N	
C25H25NO9	O([C@H]1C[C@H](O)[C@@H](CO1)O)[C@@H]2C=3C(=C(O)C4=C(C3O)C(=O)C=5C(C4=O)=CC=CC5)C[C@](C2)(C(C)=O)N	VJZITPJGSQKZMX-XDPRQOKASA-N	
C20H18N8O8S3	[H]C(=O)CN1C(=O)C(=O)NN=C1S\C=C\C1=C(N2C(=O)[C@@H](NC(=O)C(=N/OC)\C3=CSC(N)=N3)[C@@]2([H])SC1)C(O)=O	WJXAHFZIHLTPFR-JLRJEBFFSA-N	
C7H6N2O2S2	CC(=O)NC1=C2SSC=C2NC1=O	HBUNPJGMNVQSBX-UHFFFAOYSA-N	
C9H10N2O2S2	CCC(=O)NC1=C2SSC=C2N(C)C1=O	UGZYFXMSMFMTSM-UHFFFAOYSA-N	
C8H4O3S2	OC(=O)C1=C2SSC2=CC=CC1=O	BLFCMITWMARUSM-UHFFFAOYSA-N	
C16H17N5O6S2	COC1=CC(=O)N(C1)C(=O)[C@H]1CSC(=N1)C(CO)NC(=O)C1=CSC(\C=N\O)=N1	VQQNQKXWJMRPHT-GMLCBOFYSA-N	
C49H71N7O17	CCCCCCCCOc1ccc(cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(O)cc1)[C@@H](C)O	ZKZKCEAHVFVZDJ-MTUMARHDSA-N	
C17H17N3O6S2	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSc1ccncc1)C(O)=O	UQLLWWBDSUHNEB-CZUORRHYSA-N	
C21H39NO6	CCCCCCC(=O)CCCCCC\C=C\C[C@@H](O)[C@H](O)[C@@](N)(CO)C(O)=O	ZZIKIHCNFWXKDY-GNTQXERDSA-N	
C7H12N2O4	C1[C@](C(=O)N1)(CC[C@@H](C(=O)O)N)O	BSUXZTMOMIFYBF-FFWSUHOLSA-N	
