FORMULA	SMILES	INCHIKEY
C20H23N5O6S	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@]([H])(NC(=O)N1CCNC1=O)c1ccccc1)C(O)=O	JTWOMNBEOCYFNV-NFFDBFGFSA-N	
C15H17N7O5S3	[H][C@]12SCC(CSc3nnnn3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O	SNBUBQHDYVFSQF-HIFRSBDPSA-N	
C16H17N3O4S	[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1)C(O)=O	ZAIPMKNFIOOWCQ-UEKVPHQBSA-N	
C17H16N3NaO6S2	[Na+].[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSc1ccncc1)C([O-])=O	VGEOUKPOQQEQSX-OALZAMAHSA-M	
C54H90N6O18	CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C	FCFNRCROJUBPLU-DNDCDFAISA-N	
C27H31NO10	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)O	HJEZFVLKJYFNQW-FKKRWUELSA-N	
C17H34N4O10	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H]1O)O[C@@H]1[C@@H](O)[C@H](N)C[C@H](N)[C@H]1O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1N	NSKGQURZWSPSBC-VVPCINPTSA-N	
C15H23N3O3S	[H]C(=N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])N1CCCCCC1	BWWVAEOLVKTZFQ-NTZNESFSSA-N	
C5H11N3O3	C\N=[N+](/[O-])CC[C@H](N)C(O)=O	KFZWEFIJHQUPCM-JMRMDATBSA-N	
C28H36N2O7	CCCCC(C)\C=C(/C)C(=O)NC1=C[C@@](O)(\C=C\C=C\C=C\C(=O)NC2=C(O)CCC2=O)[C@H](O)CC1=O	CCZRQXWCDVXNHR-GFLRHUPZSA-N	
C98H141N25O23S4	[H][C@]1(CS[C@@H](C)[C@@H](NC(=O)[C@@H]2CSC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2)C(=O)N2CCC[C@@]2([H])C(=O)NCC(=O)N1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N\C(=C/C)C(=O)NCC(=O)N[C@@H]1CSC[C@@H]2NC(=O)[C@]([H])(Cc3ccc(O)cc3)NC(=O)[C@@H](CS\C=C/NC2=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC1=O	CXTXHTVXPMOOSW-JUEJINBGSA-N	
C5H12N2O3	NCCOC[C@H](N)C(O)=O	SLTGLTLBIVDQKE-BYPYZUCNSA-N	
C46H75NO13	CC[C@H]1[C@@H](O)[C@H](C)C\C(C)=C\C=C\[C@H](OC)[C@H](OC(=O)\C(OC)=C\C(\C)=C\[C@@H](C)[C@H]1O)[C@@H](C)[C@@H](O)[C@H](C)[C@H]1C[C@@H](O[C@H]2C[C@@H](O)[C@H](OC(N)=O)[C@@H](C)O2)[C@H](C)[C@H](O1)\C=C\C	XCZVWWKOXCRUSR-WKCHOFOOSA-N	
C37H60N12O18S	CC(=O)N(O)CCC[C@H](N)C(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@@H](CO)C(=O)N[C@H]([C@H](O)[C@H]1S[C@H]([C@H](O)[C@H]1O)n1ccc(=NC(N)=O)n(C)c1=O)C(O)=O	YXNKTOYTHKJHIU-RREKCFDTSA-N	
C36H59N11O17S	CC(=O)N(O)CCC[C@H](N)C(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@@H](CO)C(=O)N[C@H]([C@H](O)[C@H]1S[C@H]([C@H](O)[C@H]1O)n1ccc(=N)n(C)c1=O)C(O)=O	FUYMILUSQAKDKG-RREKCFDTSA-N	
C15H18F2N6O7S2	N(C(CSC(F)F)=O)[C@@]1(OC)[C@@]2(N(C1=O)C(=C(CO2)CSC=3N(CCO)N=NN3)C(=O)O)[H]	UHRBTBZOWWGKMK-DOMZBBRYSA-N	
C16H21N7O7S3	N(C(CSC[C@H](C(O)=O)N)=O)[C@@]1(OC)[C@@]2(N(C1=O)C(C(O)=O)=C(CS2)CSC=3N(C)N=NN3)[H]	JSDXOWVAHXDYCU-VXSYNFHWSA-N	
C22H29N9O9S2	N(C([C@](NC(=O)N1C(=O)C(=O)N(CC1)CC)([C@H](C)O)[H])=O)[C@@]2(OC)[C@@]3(N(C2=O)C(C(O)=O)=C(CS3)CSC=4N(C)N=NN4)[H]	SMSRCGPDNDCXFR-CYWZMYCQSA-N	
C28H32O12	CO[C@@H]1[C@H](O)[C@@H](O)[C@H](C)O[C@H]1OC1[C@H](OC)[C@](C)(O)CC2=C1C(O)=C1C(=O)C3=C(O)C=C(OC)C=C3C(=O)C1=C2	FAXXYXLNSNAHOO-MICZPBMFSA-N	
C56H71N9O23S	CCCCCOc1ccc(cc1)-c1cc(no1)-c1ccc(cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(O)c(OS(O)(=O)=O)c1)[C@H](O)CC(N)=O	PIEUQSKUWLMALL-YABMTYFHSA-N	
C7H5NO3SR2	[H][C@]12SCC([*])=C(N1C(=O)[C@H]2[*])C(O)=O		
C20H34O4	[H][C@]12C[C@@H]3C[C@]1(CC[C@]3(O)CO)[C@@]1(C)CC[C@@H](O)[C@@](C)(CO)[C@]1([H])CC2	NOFOAYPPHIUXJR-APNQCZIXSA-N	
C20H21N7O6S2	[H][C@]12SCC(CSc3nnnn3CC(O)=O)=C(N1C(=O)[C@@]2([H])NC(=O)Cc1ccccc1CN)C(O)=O	SLAYUXIURFNXPG-CRAIPNDOSA-N	
C15H17N5O6S2	[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\c1csc(N)n1)C(O)=O	WYUSVOMTXWRGEK-HBWVYFAYSA-N	
C38H69NO13	[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC	AGOYDEPGAOXOCK-KCBOHYOISA-N	
C34H50N4O9S	[H][C@]12[C@@H](CCN1C(=O)C1=COC(CC(=O)C[C@H](O)\C=C(/C)\C=C\CNC(=O)\C=C\[C@@H](C)[C@H](OC2=O)C(C)C)=N1)S(=O)(=O)CCN(CC)CC	SUYRLXYYZQTJHF-VMBLUXKRSA-N	
C21H19F2N3O3	C12=C(C(C(C(O)=O)=CN1C3=CC=C(C=C3)F)=O)C=C(F)C(=C2)N4CCN(CC4)C	NOCJXYPHIIZEHN-UHFFFAOYSA-N	
C19H22FN3O4	COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1	XUBOMFCQGDBHNK-UHFFFAOYSA-N	
C33H47NO13	[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@H]1O2)O3	NCXMLFZGDNKEPB-FFPOYIOWSA-N	
C8H8Cl3N3O4S2	C12=C(NC(C(Cl)Cl)NS1(=O)=O)C=C(Cl)C(=C2)S(N)(=O)=O	LMJSLTNSBFUCMU-UHFFFAOYSA-N	
C20H15F3N4O3	N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F	WVPSKSLAZQPAKQ-CDMJZVDBSA-N	
C57H102N16Na5O28S5R	C(C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H]1C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(=O)NCC1)[C@@H](C)O)=O)CCNCS([O-])(=O)=O)=O)CCNCS([O-])(=O)=O)=O)CC(C)C)=O)CC(C)C)=O)CCNCS([O-])(=O)=O)=O)=O)CCNCS([O-])(=O)=O)=O)[C@@H](C)O)=O)CCNCS([O-])(=O)=O)=O)CCC[C@@H](C*)C.[Na+].[Na+].[Na+].[Na+].[Na+]		
C16H25N2NaO5S	[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O	QXPBTTUOVWMPJN-QBNHLFMHSA-M	
C23H25ClN2O9	[H][C@@]12C[C@@]3([H])C(C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCO)=C(O)[C@H]2N(C)C	GJGDLRSSCNAKGL-KMVLDZISSA-N	
C21H22Cl2N2O8	Cl.[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)c1c(O)ccc(Cl)c1[C@H]2O	GVSJQNRGSCOSNJ-KBHRXELFSA-N	
C17H23N3O5	NCCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1O[C@@H]1C(O)=O	ZERGYHMBBZCBJM-IHRRRGAJSA-N	
C17H23N3O6	NCCCCNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H]1O[C@@H]1C(O)=O	JAJMETBQBCMJSZ-IHRRRGAJSA-N	
C20H26N2O4S2	CO[C@@H](\C=C\c1csc(n1)-c1csc(n1)C(C)C)[C@@H](C)C(\OC)=C/C(=O)OC	LRTJMINIVSPVMX-ZVJWTWILSA-N	
C81H150O28	CC(O)CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC1CC(=O)OC[C@H]2O[C@@H](OC(CCCCCCCCCCCCCC(CCCCCC(C)O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC(=O)OC[C@H]3O[C@@H](O1)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	YQYKMOMCJFNBBQ-MJSFJGRCSA-N	
C13H11N3O5S2	CN1C(=O)[C@@]23Cc4ccc(cc4N2C(=O)[C@]1(CO)SS3)[N+]([O-])=O	VRFJINVAZRAFHH-STQMWFEESA-N	
C43H46O14	[H][C@]1(O[C@@H](C)C(=O)C=C1)O[C@H]1CC[C@@H](O[C@H]1C)O[C@@]1(C)CC(=O)c2c(C1)ccc1C(=O)c3c(O)c(ccc3C(=O)c21)[C@H]1C[C@@]2([H])O[C@@]3([H])CC(=O)[C@H](C)O[C@@]3([H])O[C@]2([H])[C@@H](C)O1	YXQYFVURWVZIMD-CZMJNFCQSA-N	
C27H43NO6	CCC[C@H](O)C[C@@H]1CC[C@H](C)CCCCC(=O)N(C)[C@@H](Cc2ccc(OCCO)cc2)C(=O)O1	SDBGPLZSWIQIOV-VQPAQMSKSA-N	
C27H43NO5	CCCCC[C@@H]1CC[C@H](C)CCCCC(=O)N(C)[C@@H](Cc2ccc(OCCO)cc2)C(=O)O1	PCRJJAXIHTZHNU-SDUSCBPUSA-N	
C47H66O16	CCCCC\C=C\C=C\C(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@]3(OCc4cc(O)cc(O)c34)[C@H](O)[C@H]2OC(=O)\C=C\C=C\C[C@H](O)C(\C)=C\C=C\CC[C@@H](C)CC)[C@H](O)[C@@H](O)[C@H]1O	DPVWBQZOSHCQTG-NVTMJBNDSA-N	
C47H64O17	CC[C@H](C)CC\C=C\C=C(/C)[C@@H](O)C\C=C\C=C\C(=O)O[C@@H]1[C@@H](O)[C@@]2(OCc3cc(O)cc(O)c23)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)\C=C\C=C\C=C\C(O)CC)[C@H](O)[C@H](O)[C@H]1O	UJLFRJFJTPPIOK-JPWNLYTBSA-N	
C15H21NO3	C[C@H]1C[C@@H](C)[C@@H]([C@H](C1)C=C)c1c(O)ccn(O)c1=O	OQJADHLOEAOIGC-NOHGZBONSA-N	
C20H19FN4O4	OC(=O)c1cn(C2CC2)c2c(C#N)c(N3C[C@@H]4NCCO[C@H]4C3)c(F)cc2c1=O	FYMHQCNFKNMJAV-HOTGVXAUSA-N	
C10H8N4O5	N1(CC(NC1=O)=O)N=CC=CC=2OC(=CC2)[N+]([O-])=O	DECBQELQORZLLP-UHFFFAOYSA-N	
C16H17FN4O4	C12=C3N(C=C(C(O)=O)C1=O)NCOC3=C(N4CCN(CC4)C)C(F)=C2	LPVVTHNMXSEIFM-UHFFFAOYSA-N	
C21H43N5O7	CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O	NZGMVSJQULXLHF-RAKCNUBFSA-N	
C23H30N12O8S2	C=1(N2[C@](SCC1C[N+]=3N(C(=C(C3)NC(NCCN)=O)N)C)([C@@H](C2=O)NC(/C(/C4=NSC(=N4)N)=N\OC(C(=O)O)(C)C)=O)[H])C([O-])=O	JHFNIHVVXRKLEF-DCZLAGFPSA-N	
C31H38N2O11	O1C([C@H](CC=2C=CC=CC2)[C@H]([C@@H](OC([C@H](C1)NC(C=3N=CC=C(C3OCOC(C(C)C)=O)OC)=O)=O)C)OC(=O)C(C)C)=O	QGTOTYJSCYHYFK-RBODFLQRSA-N	
C13H11NO5	CCn1cc(C(O)=O)c(=O)c2cc3OCOc3cc12	KYGZCKSPAKDVKC-UHFFFAOYSA-N	
C15H11NO2	C=1C=CC=C2C1C(=C(C(N2)=O)O)C=3C=CC=CC3	QSRVMXWVVMILDI-UHFFFAOYSA-N	
C20H19N3O2	[H][C@@]12CCCN1C(=O)C1=C(N[C@@]2([H])C2=CNC3=CC=CC=C23)C(O)=CC=C1	AJZNARCWDDMOPL-WMZOPIPTSA-N	
C8H8N2O2S2	CN1C(=O)C(NC(C)=O)=C2SSC=C12	MHMRAFONCSQAIA-UHFFFAOYSA-N	
C10H13FN6O6S	NC1=C2N=CN([C@@H]3O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]3O)C2=NC=N1	LTBCQBSAWAZBDF-MLTZYSBQSA-N	
C4H10NO5P	ON(CCCP(O)(O)=O)C=O	GJXWDTUCERCKIX-UHFFFAOYSA-N	
C16H15N5O7S2	[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\c1csc(N)n1)C(O)=O	OKBVVJOGVLARMR-QSWIMTSFSA-N	
C47H64O17	CC[C@H](C)CC\C=C\C=C(/C)[C@@H](O)C\C=C\C=C\C(=O)O[C@@H]1[C@@H](O)[C@@]2(OCc3cc(O)cc(O)c23)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)\C=C\C=C/C=C/C(O)CC)[C@H](O)[C@H](O)[C@H]1O	UJLFRJFJTPPIOK-RZGJRGQUSA-N	
C17H17N7O8S4	[H][C@]12SCC(CSc3nnnn3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O	SRZNHPXWXCNNDU-IXOPCIAXSA-N	
C22H24N2O8	[H][C@@]12[C@@H](C)c3cccc(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O	JBIWCJUYHHGXTC-AKNGSSGZSA-N	
C27H30N2O7	[H][C@]12O[C@@]1([H])[C@@](O)(C=C(NC(=O)\C=C\C=C\CC(C)C)C2=O)\C=C\C=C\C=C\C(=O)NC1=C(O)CCC1=O	NUTSBYCZDOSSIV-FFXBEMEVSA-N	
C8H8KNO5	[K+].OC\C=C1/O[C@@H]2CC(=O)N2[C@H]1C([O-])=O	ABVRVIZBZKUTMK-JSYANWSFSA-M	
C13H24N6O3	CC(C)C(C(=O)NC(C1CC(C2N1C2)NC(N)=N)C(=O)O)N	DGIHWRUPUISVIZ-UHFFFAOYSA-N	
C26H44O9	C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O	MINDHVHHQZYEEK-HBBNESRFSA-N	
C23H45N5O14	NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	UOZODPSAJZTQNH-LSWIJEOBSA-N	
C42H59N3O10	[C@@H]1(O[C@@H]2[C@H](C(=O)[C@H](C(O[C@@H]([C@@]3([C@H](NC(=O)O3)[C@H](C(=O)[C@H](C)C[C@]2(OCC(=C(C4=CC5=C(N=C4)C=CC=C5)[H])[H])C)C)C)CC)=O)C)C)O[C@@H](C[C@@H]([C@H]1O)N(C)C)C	PENDGIOBPJLVBT-AMXFZXBBSA-N	
C21H21ClN2O8	[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)c1c(O)ccc(Cl)c1[C@H]2O	FMTDIUIBLCQGJB-SEYHBJAFSA-N	
C52H97N16O13R	C(C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H]1C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(=O)NCC1)[C@@H](C)O)=O)CCN)=O)CCN)=O)CC(C)C)=O)CC(C)C)=O)CCN)=O)=O)CCN)=O)[C@@H](C)O)=O)CCN)=O)CCC[C@@H](C*)C		
C19H18N6O5S3	[H][C@]12SCC(\C=C/c3scnc3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\c1csc(N)n1)C(O)=O	KMIPKYQIOVAHOP-YLGJWRNMSA-N	
C57H107N16O28S5R	C(C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H]1C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(=O)NCC1)[C@@H](C)O)=O)CCNCS(O)(=O)=O)=O)CCNCS(O)(=O)=O)=O)CC(C)C)=O)CC(C)C)=O)CCNCS(O)(=O)=O)=O)=O)CCNCS(O)(=O)=O)=O)[C@@H](C)O)=O)CCNCS(O)(=O)=O)=O)CCC[C@@H](C*)C		
C22H18O6	CC[C@@H](C)c1cc(=O)c2c(CO)cc3C(=O)c4cccc(O)c4C(=O)c3c2o1	HXAZTNIVBVVFJS-SNVBAGLBSA-N	
C22H21N8O8PS4	[H][C@]12SCC(Sc3nc(cs3)-c3cc[n+](C)cc3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\c1nsc(NP(O)(O)=O)n1)C([O-])=O	ZCCUWMICIWSJIX-NQJJCJBVSA-N	
C21H43O9P	CCC(C)CCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(O)CO	DIGHTWUQPWHBPG-UHFFFAOYSA-N	
C7H6O4	OC1OCC=C2OC(=O)C=C12	ZRWPUFFVAOMMNM-UHFFFAOYSA-N	
C20H22N8O6S2	C=1(N2[C@](SCC1/C=C/3\CCN(C3=O)[C@]4(CNCC4)[H])([C@@](C2=O)(NC(/C(/C5=NSC(=N5)N)=N\O)=O)[H])[H])C(O)=O	VOAZJEPQLGBXGO-SDAWRPRTSA-N	
C29H39N5O8	[H][C@@]12Cc3c(cc(NC(=O)CNC(C)(C)C)c(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C	FPZLLRFZJZRHSY-HJYUBDRYSA-N	
C17H20O6	COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O	HPNSFSBZBAHARI-RUDMXATFSA-N	
C3H6N2O2	[H][C@@]1(N)CONC1=O	DYDCUQKUCUHJBH-UWTATZPHSA-N	
C59H80N4O22S4	[H][C@@]1(O[C@@H]2O[C@H](C)[C@@H](NO[C@H]3C[C@H](O)[C@H](SC)[C@@H](C)O3)[C@H](O)[C@H]2O[C@H]2C[C@H](OC)[C@H](CO2)NC(C)C)C#C\C=C/C#C[C@]2(O)[C@H](O[C@H]3C[C@H](OC(=O)c4cc(OC)c(OC)cc4NC(=O)C(=C)OC)[C@H](O)[C@H](C)O3)C(=O)C(NC(=O)OC)=C1/C2=C\CSSSC	LJQQFQHBKUKHIS-KSFFZXMPSA-N	
C16H26N2O5S	CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C(O)=O	DHSUYTOATWAVLW-WFVMDLQDSA-N	
